Périmètre;Nature;Date;Heures;Consommation
Normandie;Données définitives;11/01/2020;10:30;3955
Normandie;Données définitives;11/01/2020;11:00;3933
Normandie;Données définitives;11/01/2020;11:30;3919
Normandie;Données définitives;11/01/2020;12:00;3935
Normandie;Données définitives;11/01/2020;12:30;4010
Normandie;Données définitives;11/01/2020;13:00;4004
Normandie;Données définitives;11/01/2020;13:30;3844
Normandie;Données définitives;11/01/2020;14:00;3726
Normandie;Données définitives;11/01/2020;14:30;3642
Normandie;Données définitives;11/01/2020;15:00;3581
Normandie;Données définitives;11/01/2020;15:30;3547
Normandie;Données définitives;11/01/2020;16:00;3528
Normandie;Données définitives;11/01/2020;16:30;3559
Normandie;Données définitives;11/01/2020;17:00;3607
Normandie;Données définitives;11/01/2020;17:30;3749
Normandie;Données définitives;11/01/2020;18:00;3895
Normandie;Données définitives;11/01/2020;18:30;3985
Normandie;Données définitives;11/01/2020;19:00;4031
Normandie;Données définitives;11/01/2020;19:30;4009
Normandie;Données définitives;11/01/2020;20:00;3956
Normandie;Données définitives;11/01/2020;20:30;3842
Normandie;Données définitives;11/01/2020;21:00;3791
Normandie;Données définitives;11/01/2020;21:30;3884
Normandie;Données définitives;11/01/2020;22:00;3847
Normandie;Données définitives;11/01/2020;22:30;3938
Normandie;Données définitives;11/01/2020;23:00;4034
Normandie;Données définitives;11/01/2020;23:30;3891
Normandie;Données définitives;12/01/2020;00:00;3915
Normandie;Données définitives;12/01/2020;00:30;3815
Normandie;Données définitives;12/01/2020;01:00;3659
Normandie;Données définitives;12/01/2020;01:30;3668
Normandie;Données définitives;12/01/2020;02:00;3628
Normandie;Données définitives;12/01/2020;02:30;3489
Normandie;Données définitives;12/01/2020;03:00;3388
Normandie;Données définitives;12/01/2020;03:30;3315
Normandie;Données définitives;12/01/2020;04:00;3258
Normandie;Données définitives;12/01/2020;04:30;3239
Normandie;Données définitives;12/01/2020;05:00;3210
Normandie;Données définitives;12/01/2020;05:30;3263
Normandie;Données définitives;12/01/2020;06:00;3275
Normandie;Données définitives;12/01/2020;06:30;3341
Normandie;Données définitives;12/01/2020;07:00;3347
Normandie;Données définitives;12/01/2020;07:30;3370
Normandie;Données définitives;12/01/2020;08:00;3385
Normandie;Données définitives;12/01/2020;08:30;3451
Normandie;Données définitives;12/01/2020;09:00;3429
Normandie;Données définitives;12/01/2020;09:30;3471
Normandie;Données définitives;12/01/2020;10:00;3534
Normandie;Données définitives;12/01/2020;10:30;3586
Normandie;Données définitives;12/01/2020;11:00;3600
Normandie;Données définitives;12/01/2020;11:30;3629
Normandie;Données définitives;12/01/2020;12:00;3660
Normandie;Données définitives;12/01/2020;12:30;3731
Normandie;Données définitives;12/01/2020;13:00;3698
